114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
114;P;27;P;200;P;-30;P;500
