28;P;145;P;156;P;190;P;296
34;P;64;P;197;P;47;P;103
216;P;247;P;116;P;277;P;112
94;P;102;P;159;P;277;P;72
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
208;P;204;P;247;P;-30;P;486
