170;P;43;P;54;P;637;P;200
2;P;182;P;173;P;597;P;390
211;P;165;P;216;P;597;P;390
94;P;90;P;61;P;190;P;147
226;P;118;P;48;P;190;P;147
126;P;178;P;232;P;190;P;181
147;P;182;P;73;P;321;P;390
107;P;107;P;204;P;330;P;390
214;P;243;P;138;P;722;P;528
67;P;77;P;15;P;753;P;533
241;P;155;P;182;P;571;P;570
177;P;156;P;69;P;15;P;491
